Course Code,Course Number,Titles,Day,Time,Location
SOL,404,Soling Project III: Advanced Team Problem Solving,Thursday,2:00-4:41,Carnegie
SOL,405,Soling Project IV: Technical Problem Solving,Friday,3:00-5:41,Hall of Languages
MGT,247,Introduction to Strategic Management,Monday,4:00-6:41,Physics Building
MGT,248,Managing and Leading People in Organizations,Tuesday,5:00-7:41,Falk
MGT,346,Organizational Behavior,Wednesday,6:00-8:41,Marshall Square Mall
MGT,355,Strategic Human Resource Management,Thursday,7:00-9:41,Lyman Hall
MGT,447,Advanced Topics in Strategic Management,Friday,1:00-3:42,Whitman
MGT,448,Management in a Cross-cultural Environment,Monday,2:00-4:42,Schine
MGT,454,Compensation Administration,Tuesday,3:00-5:42,Heroy Geology Building
MGT,462,Leadership and Organization Change,Wednesday,4:00-6:42,HBC Gifford
MGT,499,Honors Capstone Project,Thursday,5:00-7:42,Crouse-Hinds Hall
SOM,110,Management Learning Community Seminar,Friday,6:00-8:42,Dineen Hall
SOM,122,Perspectives of Business and Management,Monday,7:00-9:42,Hinds Hall
SOM,144,Transition to Whitman School of Management,Tuesday,1:00-3:43,Carnegie
SOM,201,Community Service for Management Students,Wednesday,2:00-4:43,Hall of Languages
SOM,290,Independent Study,Thursday,3:00-5:43,Physics Building
SOM,301,Internship for Management Students,Friday,4:00-6:43,Falk
SOM,354,Managing in a Global Setting,Monday,5:00-7:43,Marshall Square Mall
SOM,490,Independent Study,Tuesday,6:00-8:43,Lyman Hall
SOM,499,Honors Capstone Project,Wednesday,7:00-9:43,Whitman
SOS,200,Selected Topics,Thursday,1:00-3:44,Schine
SOS,400,Selected Topics,Friday,2:00-4:44,Heroy Geology Building
SOS,575,Philosophy of Social Science,Monday,3:00-5:44,HBC Gifford
SPA,101,Spanish I,Tuesday,4:00-6:44,Crouse-Hinds Hall
SPA,102,Spanish II,Wednesday,5:00-7:44,Dineen Hall
SPA,201,Spanish III,Thursday,6:00-8:44,Hinds Hall
SPA,202,Spanish IV,Friday,7:00-9:44,Carnegie
SPA,211,Intermediate Oral Practice,Monday,1:00-3:45,Hall of Languages
SPA,212,Intermediate Oral Practice,Tuesday,2:00-4:45,Physics Building
SPA,301,Approaches to Reading Texts,Wednesday,3:00-5:45,Falk
SPA,302,Advanced Language Usage,Thursday,4:00-6:45,Marshall Square Mall
SPA,305,Mare Nostrum:Mediterranean Introduction to Spain,Friday,5:00-7:45,Lyman Hall
SPA,311,Spanish Conversation,Monday,6:00-8:45,Whitman
SPA,321,Introduction to Spanish Literature,Tuesday,7:00-9:45,Schine
SPA,322,Introduction to Latin American Literature,Wednesday,1:00-3:46,Heroy Geology Building
SPA,325,Colonial Latin America,Thursday,2:00-4:46,HBC Gifford
SPA,326,Beyond the Screen: Latin American and Spanish Film,Friday,3:00-5:46,Crouse-Hinds Hall
SPA,334,Contemporary Issues in Chile and Latin America,Monday,4:00-6:46,Dineen Hall
SPA,364,Modern Spanish Art,Tuesday,5:00-7:46,Hinds Hall
SPA,400,Selected Topics in Spanish,Wednesday,6:00-8:46,Carnegie
SPA,402,Hispanic Journalistic Practices,Thursday,7:00-9:46,Hall of Languages
SPA,403,Advanced Methods for Teaching Spanish,Friday,1:00-3:47,Physics Building
SPA,411,Advanced Spanish Conversation,Monday,2:00-4:47,Falk
SPA,417,History of Women in Spain,Tuesday,3:00-5:47,Marshall Square Mall
SPA,424,"Dictatorships, Human Rights, and Historical Memory in the Southern Cone",Wednesday,4:00-6:47,Lyman Hall
SPA,428,Spanish in Context,Thursday,5:00-7:47,Whitman
SPA,429,"Politics, Gender and Race in the Contemporary Spanish Short Story",Friday,6:00-8:47,Schine
SPA,433,Business Spanish,Monday,7:00-9:47,Heroy Geology Building
SPA,435,Spanish Phonetics and Phonology,Tuesday,1:00-3:48,HBC Gifford
SPA,436,The Structure of Spanish,Wednesday,2:00-4:48,Crouse-Hinds Hall
SPA,437,Introduction to Spanish Linguistics,Thursday,3:00-5:48,Dineen Hall
SPA,438,History of the Spanish Language,Friday,4:00-6:48,Hinds Hall
SPA,439,Community Outreach: Language in Action,Monday,5:00-7:48,Carnegie
SPA,441,Medieval and Golden Age Literature,Tuesday,6:00-8:48,Hall of Languages
SPA,443,Cervantes,Wednesday,7:00-9:48,Physics Building
SPA,451,Identities and Cultures of Spain,Thursday,1:00-3:49,Falk
SPA,453,Spanish Literature (20th Century),Friday,2:00-4:49,Marshall Square Mall
SPA,455,Romantics and Realists: Gender Politics in Spanish Literature and Film,Monday,3:00-5:49,Lyman Hall
SPA,457,Civil War to Contemporary Spanish Literature and Culture,Tuesday,4:00-6:49,Whitman
SPA,458,20th Century Spanish Theater,Wednesday,5:00-7:49,Schine
SPA,459,Contemporary Spanish Cinema,Thursday,6:00-8:49,Heroy Geology Building
SPA,461,Nobel Prize Writers of the Spanish-Speaking World,Friday,7:00-9:49,HBC Gifford
SPA,462,Border Culture,Monday,1:00-3:50,Crouse-Hinds Hall
SPA,463,Contemporary Latin American Theater,Tuesday,2:00-4:50,Dineen Hall
SPA,465,Literature and Popular Culture,Wednesday,3:00-5:50,Hinds Hall
SPA,467,Film and Literature,Thursday,4:00-6:50,Carnegie
SPA,470,Experience Credit,Friday,5:00-7:50,Hall of Languages
SPA,471,Contemporary Latin American Literature,Monday,6:00-8:50,Physics Building
SPA,475,"Women, Myth and Nation in Latin American Literature",Tuesday,7:00-9:50,Falk
SPA,479,"Perspectives on Mexico and Central America: Literature, Art, Film",Wednesday,1:00-3:51,Marshall Square Mall
SPA,481,The Literature of Latinos in the United States,Thursday,2:00-4:51,Lyman Hall
SPA,482,Chican@/x and Latin@/x Literature: Vision as Power,Friday,3:00-5:51,Whitman
SPA,483,US Latin@/x Literature and The Body,Monday,4:00-6:51,Schine
SPA,489,Hispanic Caribbean Narrative and Film,Tuesday,5:00-7:51,Heroy Geology Building
SPA,493,Afro-Hispanic Topics in Caribbean Literature,Wednesday,6:00-8:51,HBC Gifford
SPA,494,Hispanic Caribbean Literature,Thursday,7:00-9:51,Crouse-Hinds Hall
SPA,495,Marginal Cultures in Hispanic Caribbean Literature,Friday,1:00-3:52,Dineen Hall
SPA,497,Text and Context in Cuban Revolutionary Literature,Monday,2:00-4:52,Hinds Hall
SPA,498,Citizenship and Urban Violence in Latin America,Tuesday,3:00-5:52,Carnegie
SPA,499,Honors Capstone Project,Wednesday,4:00-6:52,Hall of Languages
SPD,245,Creative Media and Design Techniques,Thursday,5:00-7:52,Physics Building
SPD,499,Honors Capstone Project,Friday,6:00-8:52,Falk
SPD,527,Advanced Textile Printing,Monday,7:00-9:52,Marshall Square Mall
SPE,311,Perspectives on Disabilities,Tuesday,1:00-3:53,Lyman Hall
SPE,324,Differentiation for Inclusive Education,Wednesday,2:00-4:53,Whitman
SPE,412,Adapting Instruction for Diverse Student Needs,Thursday,3:00-5:53,Schine
SPE,434,Collaborative Teaching for Inclusive Education,Friday,4:00-6:53,Heroy Geology Building
SPE,500,Selected Topics,Monday,5:00-7:53,HBC Gifford
SPE,520,Methods and Curricula in Early Childhood Special Education,Tuesday,6:00-8:53,Crouse-Hinds Hall
SPM,101,Personal and Social Responsibility,Wednesday,7:00-9:53,Dineen Hall
SPM,199,"The Super Bowl: Sport, Culture and Entertainment",Thursday,1:00-3:54,Hinds Hall
SPM,200,Selected Topics in Sport Management,Friday,2:00-4:54,Carnegie
SPM,201,Professional Development in Sport Management,Monday,3:00-5:54,Hall of Languages
SPM,205,Principles and Contemporary Issues in Sport Management,Tuesday,4:00-6:54,Physics Building
SPM,215,Principles of Sales in Sport,Wednesday,5:00-7:54,Falk
SPM,224,Introduction to Sport Event Management,Thursday,6:00-8:54,Marshall Square Mall
SPM,225,Managing the Sport Organization,Friday,7:00-9:54,Lyman Hall
SPM,270,Experience Credit,Monday,1:00-3:55,Whitman
SPM,290,Independent Study,Tuesday,2:00-4:55,Schine
SPM,295,Research Methodology,Wednesday,3:00-5:55,Heroy Geology Building
SPM,300,Selected Topics,Thursday,4:00-6:55,HBC Gifford
SPM,305,Principles of Sport Hospitality Management,Friday,5:00-7:55,Crouse-Hinds Hall
SPM,315,Sport Finance,Monday,6:00-8:55,Dineen Hall
SPM,324,Sport Sponsorship and Promotion,Tuesday,7:00-9:55,Hinds Hall
SPM,325,Sport Communications,Wednesday,1:00-3:56,Carnegie
SPM,327,Human Development and Sport,Thursday,2:00-4:56,Hall of Languages
SPM,340,"Sports, Media and Society",Friday,3:00-5:56,Physics Building
SPM,345,Technology in Sport Management,Monday,4:00-6:56,Falk
SPM,346,Sport in American Society,Tuesday,5:00-7:56,Marshall Square Mall
SPM,350,Sports Ticket Sales,Wednesday,6:00-8:56,Lyman Hall
SPM,356,Olympic Sport Management,Thursday,7:00-9:56,Whitman
SPM,357,Olympic Odyssey,Friday,1:00-3:57,Schine
SPM,358,Sport Management LA Immersion,Monday,2:00-4:57,Heroy Geology Building
SPM,365,Sport Economics,Tuesday,3:00-5:57,HBC Gifford
SPM,380,International Course,Wednesday,4:00-6:57,Crouse-Hinds Hall
SPM,381,International Sports Relations,Thursday,5:00-7:57,Dineen Hall
SPM,395,Psycho-Social Issues of Sport,Friday,6:00-8:57,Hinds Hall
SPM,415,Sport Law,Monday,7:00-9:57,Carnegie
SPM,437,Sport Venue Management,Tuesday,1:00-3:58,Hall of Languages
SPM,444,Sports Marketing Management,Wednesday,2:00-4:58,Physics Building
SPM,446,Senior Seminar in Sport Revenue Management and Operations,Thursday,3:00-5:58,Falk
SPM,449,Technologies in Game Day Operations,Friday,4:00-6:58,Marshall Square Mall
SPM,455,Senior Sport Management Capstone,Monday,5:00-7:58,Lyman Hall
SPM,470,Experience Credit,Tuesday,6:00-8:58,Whitman
SPM,480,International Course,Wednesday,7:00-9:58,Schine
SPM,490,Independent Study,Thursday,1:00-3:59,Heroy Geology Building
SPM,499,Honors Capstone Project,Friday,2:00-4:59,HBC Gifford
STA,321,Flat (Stained) Glass Workshop,Monday,3:00-5:59,Crouse-Hinds Hall
STA,350,"Introduction to Glass Casting, Fusing and Slumping",Tuesday,4:00-6:59,Dineen Hall
STA,500,Selected Topics,Wednesday,5:00-7:59,Hinds Hall
STS,101,"Introduction to Science, Technology, and Society",Thursday,6:00-8:59,Carnegie
STS,203,Introduction to Technology,Friday,7:00-9:59,Hall of Languages
STS,380,International Course,Monday,1:00-3:00,Physics Building
STS,410,Science and Technology in the Modern World,Tuesday,2:00-4:00,Falk
STT,101,Introduction to Statistics,Wednesday,3:00-5:00,Marshall Square Mall
SWA,101,Kiswahili I,Thursday,4:00-6:00,Lyman Hall
SWA,102,Kiswahili II,Friday,5:00-7:00,Whitman
SWA,201,Kiswahili III,Monday,6:00-8:00,Schine
SWA,202,Kiswahili IV,Tuesday,7:00-9:00,Heroy Geology Building
SWA,280,International Course,Wednesday,7:00-9:01,HBC Gifford
SWK,115,Introduction to Social Work,Thursday,7:00-9:02,Crouse-Hinds Hall
SWK,201,Social Work Practice Skills Laboratory I,Friday,1:00-3:01,Dineen Hall
SWK,202,Social Work Practice Skills Laboratory II,Monday,2:00-4:01,Hinds Hall
SWK,301,Foundations of Social Work Practice,Tuesday,3:00-5:01,Carnegie
SWK,314,Social Welfare Policy and Services I,Wednesday,4:00-6:01,Hall of Languages
SWK,315,Social Welfare Policy and Services II,Thursday,5:00-7:01,Physics Building
SWK,326,Persons in Social Context,Friday,6:00-8:01,Falk
SWK,328,Human Diversity in Social Contexts,Monday,7:00-9:03,Marshall Square Mall
SWK,357,Processes of Aging,Tuesday,7:00-9:04,Lyman Hall
SWK,361,Foundations of Social Work Research,Wednesday,7:00-9:05,Whitman
SWK,400,Selected Topics,Thursday,1:00-3:02,Schine
SWK,401,Strategies of Social Work Intervention I,Friday,2:00-4:02,Heroy Geology Building
SWK,402,Strategies of Social Work Intervention II,Monday,3:00-5:02,HBC Gifford
SWK,403,Social Work and the Human-Animal Bond,Tuesday,4:00-6:02,Crouse-Hinds Hall
SWK,427,Introduction to Military Culture and Social Work Practice,Wednesday,5:00-7:02,Dineen Hall
SWK,435,Field Practicum I,Thursday,6:00-8:02,Hinds Hall
SWK,436,Field Seminar I,Friday,7:00-9:06,Carnegie
SWK,437,LGBTQ Health and Well Being,Monday,7:00-9:07,Hall of Languages
SWK,443,Aging in the Context of Family Life,Tuesday,7:00-9:08,Physics Building
SWK,445,Field Practicum II,Wednesday,1:00-3:03,Falk
SWK,446,Field Seminar II,Thursday,2:00-4:03,Marshall Square Mall
SWK,450,Topics in Gerontology,Friday,3:00-5:03,Lyman Hall
SWK,458,Practice and Policy in Adult Corrections,Monday,4:00-6:03,Whitman
SWK,470,Experience Credit,Tuesday,5:00-7:03,Schine
SWK,482,Introduction to Equine Assisted Activities and Therapies,Wednesday,6:00-8:03,Heroy Geology Building
SWK,490,Independent Study,Thursday,7:00-9:09,HBC Gifford
SWK,499,Honors Capstone Project,Friday,7:00-9:10,Crouse-Hinds Hall
SXP,150,Saxophone/Non Music Maj,Monday,7:00-9:11,Dineen Hall
SXP,155,Saxophone/Music Majors,Tuesday,1:00-3:04,Hinds Hall
SXP,156,Saxophone/Music Majors,Wednesday,2:00-4:04,Carnegie
SXP,250,Saxophone/Non Music Maj,Thursday,3:00-5:04,Hall of Languages
SXP,255,Saxophone/Music Majors,Friday,4:00-6:04,Physics Building
SXP,256,Saxophone/Music Majors,Monday,5:00-7:04,Falk
SXP,350,Saxophone/Non Music Maj,Tuesday,6:00-8:04,Marshall Square Mall
SXP,355,Saxophone/Music Majors,Wednesday,7:00-9:12,Lyman Hall
SXP,356,Saxophone/Music Majors,Thursday,7:00-9:13,Whitman
SXP,359,Saxophone/Perform Honors,Friday,7:00-9:14,Schine
SXP,450,Saxophone/Non Music Maj,Monday,1:00-3:05,Heroy Geology Building
SXP,455,Saxophone/Music Majors,Tuesday,2:00-4:05,HBC Gifford
SXP,456,Saxophone/Music Majors,Wednesday,3:00-5:05,Crouse-Hinds Hall
SXP,459,Saxophone/Perform Honors,Thursday,4:00-6:05,Dineen Hall
SXP,550,Saxophone/Non Music Maj,Friday,5:00-7:05,Hinds Hall
SXP,555,Saxophone/Music Majors,Monday,6:00-8:05,Carnegie
SXP,556,Saxophone/Music Majors,Tuesday,7:00-9:15,Hall of Languages
TML,180,International Course,Wednesday,7:00-9:16,Physics Building
TRB,140,Trombone/Non Music Majors,Thursday,7:00-9:17,Falk
TRB,145,Trombone/Music Majors,Friday,1:00-3:06,Marshall Square Mall
TRB,146,Trombone/Music Majors,Monday,2:00-4:06,Lyman Hall
TRB,240,Trombone/Non Music Majors,Tuesday,3:00-5:06,Whitman
TRB,245,Trombone/Music Majors,Wednesday,4:00-6:06,Schine
TRB,246,Trombone/Music Majors,Thursday,5:00-7:06,Heroy Geology Building
TRB,340,Trombone/Non Music Majors,Friday,6:00-8:06,HBC Gifford
TRB,345,Trombone/Music Majors,Monday,7:00-9:18,Crouse-Hinds Hall
TRB,346,Trombone/Music Majors,Tuesday,7:00-9:19,Dineen Hall
TRB,349,Trombone/Perform Honors,Wednesday,7:00-9:20,Hinds Hall
TRB,440,Trombone/Non Music Majors,Thursday,1:00-3:07,Carnegie
TRB,445,Trombone/Music Majors,Friday,2:00-4:07,Hall of Languages
TRB,446,Trombone/Music Majors,Monday,3:00-5:07,Physics Building
TRB,449,Trombone/Perform Honors,Tuesday,4:00-6:07,Falk
TRB,540,Trombone/Non Music Majors,Wednesday,5:00-7:07,Marshall Square Mall
TRB,545,Trombone/Music Major,Thursday,6:00-8:07,Lyman Hall
TRB,546,Trombone/Music Major,Friday,7:00-9:21,Whitman
TRF,205,"Sight, Sound and Motion",Monday,7:00-9:22,Schine
TRF,211,Screenwriting,Tuesday,7:00-9:23,Heroy Geology Building
TRF,235,"Principles and Practices: Television-Radio, Film Industries",Wednesday,1:00-3:08,HBC Gifford
TRF,300,Selected Topics,Thursday,2:00-4:08,Crouse-Hinds Hall
TRF,340,Topics in Critical and Historical Perspectives,Friday,3:00-5:08,Dineen Hall
TRF,400,Selected Topics,Monday,4:00-6:08,Hinds Hall
TRF,421,Feature Film Writing,Tuesday,5:00-7:08,Carnegie
TRF,422,Comedy Writing,Wednesday,6:00-8:08,Hall of Languages
TRF,424,Script Development,Thursday,7:00-9:24,Physics Building
TRF,442,Television Production Workshop,Friday,7:00-9:25,Falk
TRF,448,Producing Radio: On Air to Online,Monday,7:00-9:26,Marshall Square Mall
TRF,450,Advanced Practice: Special Projects,Tuesday,1:00-3:09,Lyman Hall
TRF,451,Filmmaking,Wednesday,2:00-4:09,Whitman
TRF,453,Short-form Production,Thursday,3:00-5:09,Schine
TRF,454,Music Recording,Friday,4:00-6:09,Heroy Geology Building
TRF,456,Sound for Picture,Monday,5:00-7:09,HBC Gifford
TRF,457,Music Underscoring,Tuesday,6:00-8:09,Crouse-Hinds Hall
TRF,458,Radio Practicum,Wednesday,7:00-9:27,Dineen Hall
TRF,459,Documentary Production,Thursday,7:00-9:28,Hinds Hall
TRF,461,Advanced Management Seminar,Friday,7:00-9:29,Carnegie
TRF,462,Advanced TV Production,Monday,1:00-3:10,Hall of Languages
TRF,467,Screenwriting Master Class,Tuesday,2:00-4:10,Physics Building
TRF,468,Advanced Audio,Wednesday,3:00-5:10,Falk
TRF,469,Advanced Filmmaking,Thursday,4:00-6:10,Marshall Square Mall
TRF,483,Communications Industry Frontiers,Friday,5:00-7:10,Lyman Hall
TRF,499,Honors Capstone Project,Monday,6:00-8:10,Whitman
TRF,500,Selected Topics,Tuesday,7:00-9:30,Schine
TRF,510,Specialized Practice,Wednesday,7:00-9:31,Heroy Geology Building
TRF,530,Popular Culture Studies,Thursday,7:00-9:32,HBC Gifford
TRF,545,Television & Radio Performance,Friday,1:00-3:11,Crouse-Hinds Hall
TRF,560,Topics in International Perspectives,Monday,2:00-4:11,Dineen Hall
TRF,592,Film Business,Tuesday,3:00-5:11,Hinds Hall
TRF,594,Television Business,Wednesday,4:00-6:11,Carnegie
TRF,595,Programming and Audience Analysis,Thursday,5:00-7:11,Hall of Languages
TRK,100,Selected Topics,Friday,6:00-8:11,Physics Building
TRK,101,Turkish I,Monday,7:00-9:33,Falk
TRK,102,Turkish II,Tuesday,7:00-9:34,Marshall Square Mall
TRK,180,International Course,Wednesday,7:00-9:35,Lyman Hall
TRK,201,Turkish III,Thursday,1:00-3:12,Whitman
TRK,202,Turkish IV,Friday,2:00-4:12,Schine
TRM,151,TransMedia Colloquium (History),Monday,3:00-5:12,Heroy Geology Building
TRM,152,TransMedia Colloquium (Theory),Tuesday,4:00-6:12,HBC Gifford
TRM,153,Studio Concepts,Wednesday,5:00-7:12,Crouse-Hinds Hall
TRM,154,Interconnected Studios,Thursday,6:00-8:12,Dineen Hall
TRM,251,Intermediate TransMedia Studio,Friday,7:00-9:36,Hinds Hall
TRM,310,"Literacy, Community and Media",Monday,7:00-9:37,Carnegie
TRM,316,Introduction to Visual Culture,Tuesday,7:00-9:38,Hall of Languages
TRM,351,Advanced Transmedia Studio,Wednesday,1:00-3:13,Physics Building
TRM,401,Physical Computing Research,Thursday,2:00-4:13,Falk
TRM,451,TransMedia Synthesis,Friday,3:00-5:13,Marshall Square Mall
TRM,511,Art & Environment: Animals,Monday,4:00-6:13,Lyman Hall
TRM,512,Art & Environment: Food,Tuesday,5:00-7:13,Whitman
TRP,110,Trumpet/Non Music Majors,Wednesday,6:00-8:13,Schine
TRP,115,Trumpet/Music Majors,Thursday,7:00-9:39,Heroy Geology Building
TRP,116,Trumpet/Music Majors,Friday,7:00-9:40,HBC Gifford
TRP,210,Trumpet/Non Music Majors,Monday,7:00-9:41,Crouse-Hinds Hall
TRP,215,Trumpet/Music Majors,Tuesday,1:00-3:14,Dineen Hall
TRP,216,Trumpet/Music Majors,Wednesday,2:00-4:14,Hinds Hall
TRP,310,Trumpet/Non Music Majors,Thursday,3:00-5:14,Carnegie
TRP,315,Trumpet/Music Majors,Friday,4:00-6:14,Hall of Languages
TRP,316,Trumpet/Music Majors,Monday,5:00-7:14,Physics Building
TRP,319,Trumpet/Perform Honors,Tuesday,6:00-8:14,Falk
TRP,410,Trumpet/Non Music Majors,Wednesday,7:00-9:42,Marshall Square Mall
TRP,415,Trumpet/Music Majors,Thursday,7:00-9:43,Lyman Hall
TRP,416,Trumpet/Music Majors,Friday,7:00-9:44,Whitman
TRP,419,Trumpet/Perform Honors,Monday,1:00-3:15,Schine
TRP,490,Independent Study,Tuesday,2:00-4:15,Heroy Geology Building
TRP,510,Trumpet/Non Music Majors,Wednesday,3:00-5:15,HBC Gifford
TRP,515,Trumpet/Music Major,Thursday,4:00-6:15,Crouse-Hinds Hall
TRP,516,Trumpet/Music Major,Friday,5:00-7:15,Dineen Hall
TXT,211,Patterns of Repeat,Monday,6:00-8:15,Hinds Hall
TXT,221,Handweaving,Tuesday,7:00-9:45,Carnegie
TXT,290,Independent Study,Wednesday,7:00-9:46,Hall of Languages
TXT,312,Interior Furnishings,Thursday,7:00-9:47,Physics Building
TXT,313,Dyework Design,Friday,1:00-3:16,Falk
TXT,314,Textile Handprinting,Monday,2:00-4:16,Marshall Square Mall
TXT,315,Digital Fabric Printing,Tuesday,3:00-5:16,Lyman Hall
TXT,316,Computer-Aided Pattern Design,Wednesday,4:00-6:16,Whitman
TXT,322,Dyeing to Weave,Thursday,5:00-7:16,Schine
TXT,323,Experimental Textiles and Materials,Friday,6:00-8:16,Heroy Geology Building
TXT,324,Textiles Synthesis,Monday,7:00-9:48,HBC Gifford
TXT,325,Interlocking Fibers and Materials,Tuesday,7:00-9:49,Crouse-Hinds Hall
TXT,326,Environmental Textiles,Wednesday,7:00-9:50,Dineen Hall
TXT,327,Textiles in Context,Thursday,1:00-3:17,Hinds Hall
TXT,380,International Course,Friday,2:00-4:17,Carnegie
TXT,400,Selected Topics,Monday,3:00-5:17,Hall of Languages
TXT,470,Experience Credit,Tuesday,4:00-6:17,Physics Building
TXT,490,Independent Study,Wednesday,5:00-7:17,Falk
TXT,537,Advanced Computer-Aided Pattern Design,Thursday,6:00-8:17,Marshall Square Mall
URP,100,Selected Topics,Friday,7:00-9:51,Lyman Hall
URP,150,Undergraduate Research I,Monday,7:00-9:52,Whitman
URP,250,Introduction to Undergraduate Research II,Tuesday,7:00-9:53,Schine
URP,270,Experience Credit,Wednesday,1:00-3:18,Heroy Geology Building
